LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-04,101.7406,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-05,101.7412,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-06,101.8814,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-07,102.087,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-08,102.2408,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-09,102.2515,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-10,102.1748,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-11,102.0849,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2006-12,102.035,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-01,102.0296,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-02,102.0696,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-03,102.1542,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-04,102.2357,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-05,102.2518,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-06,102.1607,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-07,102.0412,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-08,101.9991,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-09,102.1028,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-10,102.2399,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-11,102.2431,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2007-12,101.9813,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-01,101.585,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-02,101.22,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-03,100.9945,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-04,100.8352,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-05,100.6213,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-06,100.2509,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-07,99.76328,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-08,99.20108,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-09,98.58976,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-10,97.99171,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-11,97.48697,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2008-12,97.14067,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-01,96.8771,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-02,96.61464,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-03,96.31788,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-04,96.04871,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-05,95.93549,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-06,96.11485,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-07,96.51725,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-08,97.09876,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-09,97.84972,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-10,98.62427,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-11,99.24603,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2009-12,99.59032,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-01,99.81905,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-02,100.1471,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-03,100.7242,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-04,101.4177,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-05,102.0277,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-06,102.3861,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-07,102.5393,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-08,102.5195,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-09,102.3215,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-10,102.053,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-11,101.8217,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2010-12,101.6933,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-01,101.6125,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-02,101.4942,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-03,101.2674,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-04,100.9565,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-05,100.5839,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-06,100.1567,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-07,99.71551,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-08,99.30781,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-09,98.97652,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-10,98.71436,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-11,98.5366,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2011-12,98.48465,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-01,98.54533,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-02,98.73769,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-03,99.08714,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-04,99.46807,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-05,99.71275,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-06,99.68873,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-07,99.5126,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-08,99.32803,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-09,99.23603,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-10,99.23357,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-11,99.31656,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2012-12,99.49325,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-01,99.7122,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-02,99.9202,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-03,100.0778,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-04,100.1861,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-05,100.2393,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-06,100.2278,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-07,100.1949,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-08,100.1933,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-09,100.262,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-10,100.3724,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-11,100.489,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2013-12,100.5879,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-01,100.6692,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-02,100.7353,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-03,100.7867,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-04,100.8331,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-05,100.8791,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-06,100.9153,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-07,100.9102,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-08,100.8041,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-09,100.5453,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-10,100.2265,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-11,99.97025,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2014-12,99.87249,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-01,99.88528,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-02,99.95212,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-03,100.0331,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-04,100.0759,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-05,100.0098,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-06,99.77724,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-07,99.47547,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-08,99.2283,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-09,99.12775,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-10,99.12099,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-11,99.14317,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2015-12,99.15636,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-01,99.15977,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-02,99.1663,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-03,99.18899,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-04,99.22437,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-05,99.2683,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-06,99.31905,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-07,99.37199,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-08,99.42505,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-09,99.48194,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-10,99.5554,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-11,99.66736,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2016-12,99.83259,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-01,100.0039,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-02,100.1152,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-03,100.1187,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-04,100.0819,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-05,100.0975,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-06,100.2329,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-07,100.4282,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-08,100.6017,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-09,100.6954,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-10,100.7426,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-11,100.7903,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2017-12,100.8688,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-01,100.9609,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-02,101.0317,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-03,101.0456,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-04,101.0049,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-05,100.9013,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-06,100.7226,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-07,100.5224,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-08,100.3684,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-09,100.3114,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-10,100.3086,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-11,100.3074,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2018-12,100.2742,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-01,100.2216,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-02,100.1728,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-03,100.1445,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-04,100.1269,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-05,100.1019,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-06,100.0504,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-07,99.96796,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-08,99.84598,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-09,99.68538,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-10,99.54889,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-11,99.51316,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2019-12,99.59678,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2020-01,99.58752,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2020-02,99.15382,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2020-03,98.04912,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2020-04,96.74066,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2020-05,95.88774,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2020-06,96.02362,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2020-07,96.78201,
CHE,CCI,AMPLITUD,LTRENDIDX,M,2020-08,97.75486,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-03,100.6867,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-04,100.7108,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-05,100.7471,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-06,100.812,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-07,101.0723,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-08,101.3272,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-09,101.5465,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-10,101.6693,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-11,101.6768,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1998-12,101.63,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-01,101.5816,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-02,101.4367,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-03,101.2145,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-04,101.0332,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-05,100.9328,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-06,100.9506,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-07,101.1142,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-08,101.3183,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-09,101.5861,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-10,101.8656,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-11,102.0811,
FRA,CCI,AMPLITUD,LTRENDIDX,M,1999-12,102.1466,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-01,102.1223,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-02,102.0966,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-03,102.1834,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-04,102.3083,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-05,102.3083,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-06,102.179,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-07,101.9953,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-08,101.7211,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-09,101.5792,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-10,101.7668,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-11,102.0916,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2000-12,102.4496,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-01,102.6334,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-02,102.5331,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-03,102.2716,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-04,101.9328,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-05,101.5033,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-06,101.1318,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-07,100.813,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-08,100.5462,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-09,100.3883,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-10,100.4275,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-11,100.5957,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2001-12,100.7619,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-01,100.8836,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-02,100.9734,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-03,101.0574,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-04,101.1653,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-05,101.3525,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-06,101.3263,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-07,101.137,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-08,100.9644,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-09,100.8547,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-10,100.8137,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-11,100.7559,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2002-12,100.5998,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-01,100.2718,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-02,99.88901,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-03,99.60825,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-04,99.55654,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-05,99.57944,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-06,99.61217,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-07,99.63014,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-08,99.6428,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-09,99.62243,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-10,99.57133,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-11,99.56885,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2003-12,99.68933,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-01,99.92484,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-02,100.0646,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-03,100.0716,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-04,99.96971,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-05,99.96918,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-06,100.0368,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-07,100.1888,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-08,100.3971,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-09,100.543,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-10,100.5025,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-11,100.3192,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2004-12,100.1649,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-01,100.071,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-02,100.0821,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-03,100.0311,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-04,99.79412,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-05,99.55417,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-06,99.58594,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-07,99.64406,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-08,99.78295,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-09,99.73983,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-10,99.32809,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-11,99.03928,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2005-12,99.07095,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-01,99.24294,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-02,99.3914,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-03,99.5163,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-04,99.63287,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-05,99.48705,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-06,99.42358,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-07,99.60045,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-08,99.78613,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-09,99.98117,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-10,100.2059,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-11,100.2787,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2006-12,100.2301,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-01,100.23,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-02,100.3699,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-03,100.6365,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-04,101.0647,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-05,101.5774,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-06,101.7699,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-07,101.6219,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-08,101.2516,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-09,100.8239,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-10,100.4154,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-11,99.93657,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2007-12,99.45973,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-01,98.95338,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-02,98.65227,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-03,98.39285,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-04,98.04744,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-05,97.59736,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-06,97.13237,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-07,96.92813,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-08,96.95318,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-09,97.04648,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-10,97.13197,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-11,97.28486,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2008-12,97.22042,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-01,97.12572,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-02,97.03214,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-03,97.12294,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-04,97.48097,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-05,97.83809,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-06,98.09538,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-07,98.20563,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-08,98.31514,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-09,98.73336,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-10,99.26453,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-11,99.72086,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2009-12,99.95029,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-01,100.0189,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-02,99.82158,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-03,99.49293,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-04,99.12508,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-05,98.77721,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-06,98.5772,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-07,98.56386,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-08,98.67402,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-09,98.75591,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-10,98.91135,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-11,99.01478,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2010-12,98.85042,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-01,98.62107,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-02,98.44706,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-03,98.3029,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-04,98.19125,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-05,98.20728,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-06,98.17124,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-07,97.98505,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-08,97.61507,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-09,97.3316,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-10,97.14729,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-11,96.88778,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2011-12,96.85502,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-01,97.1553,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-02,97.70547,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-03,98.30516,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-04,98.67213,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-05,98.88052,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-06,98.78096,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-07,98.40427,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-08,98.00781,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-09,97.54734,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-10,97.2331,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-11,97.13871,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2012-12,97.1694,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-01,97.15643,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-02,97.09251,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-03,96.9319,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-04,96.73416,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-05,96.55858,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-06,96.68858,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-07,97.14194,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-08,97.67391,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-09,97.96249,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-10,97.92815,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-11,97.73793,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2013-12,97.76003,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2014-01,97.8757,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2014-02,97.96289,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2014-03,97.99339,
FRA,CCI,AMPLITUD,LTRENDIDX,M,2014-04,97.91908,
